Predator;1421
Prey;1120
Tick;230
Predator;1431
Prey;1013
Tick;231
Predator;1424
Prey;899
Tick;232
Predator;1398
Prey;787
Tick;233
Predator;1392
Prey;711
Tick;234
Predator;1394
Prey;629
Tick;235
Predator;1379
Prey;542
Tick;236
Predator;1394
Prey;439
Tick;237
Predator;1357
Prey;345
Tick;238
Predator;1341
Prey;296
Tick;239
Predator;1327
Prey;248
Tick;240
Predator;1312
Prey;196
Tick;241
Predator;1300
Prey;159
Tick;242
Predator;1294
Prey;136
Tick;243
Predator;1260
Prey;117
Tick;244
Predator;1238
Prey;107
Tick;245
Predator;1216
Prey;98
Tick;246
Predator;1177
Prey;89
Tick;247
Predator;1159
Prey;80
Tick;248
Predator;1126
Prey;71
Tick;249
Predator;1097
Prey;74
Tick;250
Predator;1075
Prey;85
Tick;251
Predator;1047
Prey;88
Tick;252
Predator;1005
Prey;86
Tick;253
Predator;973
Prey;81
Tick;254
Predator;932
Prey;75
Tick;255
Predator;909
Prey;78
Tick;256
Predator;870
Prey;83
Tick;257
Predator;840
Prey;84
Tick;258
Predator;818
Prey;81
Tick;259
Predator;795
Prey;78
Tick;260
Predator;762
Prey;79
Tick;261
Predator;737
Prey;79
Tick;262
Predator;714
Prey;84
Tick;263
Predator;692
Prey;82
Tick;264
Predator;667
Prey;81
Tick;265
Predator;648
Prey;74
Tick;266
Predator;623
Prey;77
Tick;267
Predator;597
Prey;74
Tick;268
Predator;579
Prey;69
Tick;269
Predator;564
Prey;66
Tick;270
Predator;551
Prey;60
Tick;271
Predator;534
Prey;52
Tick;272
Predator;529
Prey;56
Tick;273
Predator;513
Prey;55
Tick;274
Predator;498
Prey;50
Tick;275
Predator;485
Prey;45
Tick;276
Predator;465
Prey;38
Tick;277
Predator;448
Prey;38
Tick;278
Predator;425
Prey;44
Tick;279
Predator;408
Prey;47
Tick;280
Predator;388
Prey;50
Tick;281
Predator;378
Prey;48
Tick;282
Predator;355
Prey;44
Tick;283
Predator;339
Prey;49
Tick;284
Predator;315
Prey;57
Tick;285
Predator;299
Prey;66
Tick;286
Predator;280
Prey;64
Tick;287
Predator;265
Prey;60
Tick;288
Predator;251
Prey;57
Tick;289
Predator;239
Prey;60
Tick;290
Predator;236
Prey;70
Tick;291
Predator;230
Prey;70
Tick;292
Predator;219
Prey;67
Tick;293
Predator;213
Prey;63
Tick;294
Predator;206
Prey;65
Tick;295
Predator;196
Prey;80
Tick;296
Predator;189
Prey;89
Tick;297
Predator;183
Prey;94
Tick;298
Predator;172
Prey;91
Tick;299
Predator;164
Prey;87
Tick;300
Predator;157
Prey;97
Tick;301
Predator;151
Prey;111
Tick;302
Predator;146
Prey;123
Tick;303
Predator;144
Prey;131
Tick;304
Predator;139
Prey;127
Tick;305
Predator;132
Prey;127
Tick;306
Predator;119
Prey;146
Tick;307
Predator;112
Prey;168
Tick;308
Predator;109
Prey;183
Tick;309
Predator;104
Prey;188
Tick;310
Predator;98
Prey;182
Tick;311
Predator;94
Prey;196
Tick;312
Predator;88
Prey;215
Tick;313
Predator;85
Prey;237
Tick;314
Predator;82
Prey;257
Tick;315
Predator;79
Prey;256
Tick;316
Predator;77
Prey;256
Tick;317
Predator;76
Prey;263
Tick;318
Predator;75
Prey;288
Tick;319
Predator;71
Prey;306
Tick;320
Predator;70
Prey;320
Tick;321
Predator;72
Prey;325
Tick;322
Predator;66
Prey;323
Tick;323
Predator;64
Prey;331
Tick;324
Predator;66
Prey;353
Tick;325
Predator;66
Prey;372
Tick;326
Predator;67
Prey;389
Tick;327
Predator;67
Prey;385
Tick;328
Predator;69
Prey;380
Tick;329
Predator;73
Prey;384
Tick;330
Predator;76
Prey;408
Tick;331
Predator;81
Prey;426
Tick;332
Predator;86
Prey;429
Tick;333
Predator;89
Prey;422
Tick;334
Predator;92
Prey;414
Tick;335
Predator;97
Prey;412
Tick;336
Predator;102
Prey;419
Tick;337
Predator;108
Prey;429
Tick;338
Predator;111
Prey;433
Tick;339
Predator;115
Prey;420
Tick;340
Predator;121
Prey;409
Tick;341
Predator;128
Prey;399
Tick;342
Predator;135
Prey;408
Tick;343
Predator;141
Prey;434
Tick;344
Predator;146
Prey;447
Tick;345
Predator;153
Prey;450
Tick;346
Predator;158
Prey;437
Tick;347
Predator;170
Prey;440
Tick;348
Predator;179
Prey;465
Tick;349
Predator;187
Prey;486
Tick;350
Predator;187
Prey;500
Tick;351
Predator;186
Prey;503
Tick;352
Predator;182
Prey;497
Tick;353
Predator;185
Prey;511
Tick;354
Predator;185
Prey;531
Tick;355
Predator;187
Prey;556
Tick;356
Predator;188
Prey;573
Tick;357
Predator;192
Prey;587
Tick;358
Predator;196
Prey;591
Tick;359
Predator;197
Prey;597
Tick;360
Predator;195
Prey;620
Tick;361
Predator;193
Prey;651
Tick;362
Predator;186
Prey;680
Tick;363
Predator;188
Prey;674
Tick;364
Predator;186
Prey;686
Tick;365
Predator;181
Prey;697
Tick;366
Predator;183
Prey;693
Tick;367
Predator;188
Prey;729
Tick;368
Predator;195
Prey;737
Tick;369
Predator;195
Prey;718
Tick;370
Predator;194
Prey;702
Tick;371
Predator;193
Prey;717
Tick;372
Predator;194
Prey;712
Tick;373
Predator;199
Prey;720
Tick;374
Predator;202
Prey;734
Tick;375
Predator;203
Prey;716
Tick;376
Predator;202
Prey;701
Tick;377
Predator;199
Prey;691
Tick;378
Predator;204
Prey;680
Tick;379
Predator;213
Prey;671
Tick;380
Predator;216
Prey;642
Tick;381
Predator;213
Prey;619
Tick;382
Predator;218
Prey;583
Tick;383
Predator;227
Prey;561
Tick;384
Predator;239
Prey;551
Tick;385
Predator;247
Prey;524
Tick;386
Predator;248
Prey;479
Tick;387
Predator;249
Prey;442
Tick;388
Predator;253
Prey;412
Tick;389
Predator;273
Prey;380
Tick;390
Predator;290
Prey;364
Tick;391
Predator;296
Prey;353
Tick;392
Predator;295
Prey;314
Tick;393
Predator;292
Prey;297
Tick;394
Predator;287
Prey;283
Tick;395
Predator;295
Prey;272
Tick;396
Predator;306
Prey;277
Tick;397
Predator;304
Prey;267
Tick;398
Predator;296
Prey;262
Tick;399
Predator;287
Prey;254
Tick;400
Predator;281
Prey;248
Tick;401
Predator;284
Prey;241
Tick;402
Predator;286
Prey;244
Tick;403
Predator;284
Prey;236
Tick;404
Predator;271
Prey;238
Tick;405
Predator;267
Prey;241
Tick;406
Predator;259
Prey;238
Tick;407
Predator;257
Prey;246
Tick;408
Predator;251
Prey;251
Tick;409
Predator;252
Prey;253
Tick;410
Predator;246
Prey;269
Tick;411
Predator;244
Prey;274
Tick;412
Predator;246
Prey;281
Tick;413
Predator;244
Prey;289
Tick;414
Predator;243
Prey;295
Tick;415
Predator;242
Prey;310
Tick;416
Predator;235
Prey;336
Tick;417
Predator;235
Prey;348
Tick;418
Predator;230
Prey;361
Tick;419
Predator;230
Prey;372
Tick;420
Predator;229
Prey;380
Tick;421
Predator;233
Prey;410
Tick;422
Predator;232
Prey;430
Tick;423
Predator;229
Prey;455
Tick;424
Predator;227
Prey;473
Tick;425
Predator;228
Prey;480
Tick;426
Predator;222
Prey;497
Tick;427
Predator;231
Prey;529
Tick;428
Predator;235
Prey;558
Tick;429
Predator;231
Prey;583
Tick;430
Predator;226
Prey;610
Tick;431
Predator;230
Prey;599
Tick;432
Predator;229
Prey;619
Tick;433
Predator;233
Prey;673
Tick;434
Predator;235
Prey;716
Tick;435
Predator;236
Prey;755
Tick;436
Predator;233
Prey;785
Tick;437
Predator;226
Prey;804
Tick;438
Predator;224
Prey;835
Tick;439
Predator;217
Prey;889
Tick;440
Predator;217
Prey;945
Tick;441
Predator;217
Prey;1009
Tick;442
Predator;216
Prey;1036
Tick;443
Predator;222
Prey;1038
Tick;444
Predator;220
Prey;1080
Tick;445
Predator;216
Prey;1149
Tick;446
Predator;216
Prey;1215
Tick;447
Predator;216
Prey;1273
Tick;448
Predator;216
Prey;1290
Tick;449
Predator;208
Prey;1298
Tick;450
Predator;203
Prey;1348
Tick;451
Predator;208
Prey;1415
Tick;452
Predator;209
Prey;1472
Tick;453
Predator;214
Prey;1517
Tick;454
Predator;219
Prey;1537
Tick;455
Predator;219
Prey;1554
Tick;456
Predator;223
Prey;1607
Tick;457
Predator;228
Prey;1647
Tick;458
Predator;238
Prey;1714
Tick;459
Predator;248
Prey;1739
Tick;460
Predator;249
Prey;1736
Tick;461
Predator;248
Prey;1772
Tick;462
Predator;250
Prey;1813
Tick;463
Predator;247
Prey;1866
Tick;464
Predator;250
Prey;1909
Tick;465
Predator;259
Prey;1927
Tick;466
Predator;261
Prey;1930
Tick;467
Predator;270
Prey;1933
Tick;468
Predator;275
Prey;1969
Tick;469
Predator;277
Prey;1970
Tick;470
Predator;288
Prey;1986
Tick;471
Predator;302
Prey;1964
Tick;472
Predator;322
Prey;1980
Tick;473
Predator;345
Prey;1943
Tick;474
Predator;362
Prey;1922
Tick;475
Predator;380
Prey;1903
Tick;476
Predator;396
Prey;1894
Tick;477
Predator;418
Prey;1920
Tick;478
Predator;441
Prey;1902
Tick;479
Predator;466
Prey;1866
Tick;480
Predator;476
Prey;1833
Tick;481
Predator;476
Prey;1788
Tick;482
Predator;487
Prey;1796
Tick;483
Predator;502
Prey;1786
Tick;484
Predator;516
Prey;1786
Tick;485
Predator;530
Prey;1753
Tick;486
Predator;540
Prey;1710
Tick;487
Predator;551
Prey;1653
Tick;488
Predator;560
Prey;1616
Tick;489
Predator;583
Prey;1625
Tick;490
Predator;600
Prey;1620
Tick;491
Predator;620
Prey;1613
Tick;492
Predator;618
Prey;1581
Tick;493
Predator;618
Prey;1547
Tick;494
Predator;637
Prey;1568
Tick;495
Predator;655
Prey;1580
Tick;496
Predator;664
Prey;1609
Tick;497
Predator;666
Prey;1584
Tick;498
Predator;665
Prey;1534
Tick;499
Predator;662
Prey;1500
Tick;500
Predator;672
Prey;1508
Tick;501
Predator;678
Prey;1542
Tick;502
Predator;678
Prey;1539
Tick;503
Predator;687
Prey;1520
Tick;504
Predator;694
Prey;1458
Tick;505
Predator;698
Prey;1441
Tick;506
Predator;717
Prey;1460
Tick;507
Predator;731
Prey;1506
Tick;508
Predator;737
Prey;1490
Tick;509
Predator;743
Prey;1464
Tick;510
Predator;763
Prey;1418
Tick;511
Predator;773
Prey;1389
Tick;512
Predator;780
Prey;1451
Tick;513
Predator;790
Prey;1491
Tick;514
Predator;790
Prey;1485
Tick;515
Predator;788
Prey;1457
Tick;516
Predator;797
Prey;1425
Tick;517
Predator;803
Prey;1454
Tick;518
Predator;813
Prey;1504
Tick;519
Predator;810
Prey;1552
Tick;520
Predator;800
Prey;1540
Tick;521
Predator;786
Prey;1497
Tick;522
Predator;779
Prey;1484
Tick;523
Predator;771
Prey;1530
Tick;524
Predator;767
Prey;1554
Tick;525
Predator;756
Prey;1590
Tick;526
Predator;747
Prey;1599
Tick;527
Predator;742
Prey;1572
Tick;528
Predator;737
Prey;1595
Tick;529
Predator;743
Prey;1633
Tick;530
Predator;738
Prey;1662
Tick;531
Predator;729
Prey;1710
Tick;532
Predator;710
Prey;1715
Tick;533
Predator;703
Prey;1706
Tick;534
Predator;689
Prey;1720
Tick;535
Predator;671
Prey;1747
Tick;536
Predator;669
Prey;1808
Tick;537
Predator;667
Prey;1806
Tick;538
Predator;650
Prey;1780
Tick;539
Predator;634
Prey;1801
Tick;540
Predator;628
Prey;1817
Tick;541
Predator;618
Prey;1840
Tick;542
Predator;619
Prey;1860
Tick;543
Predator;615
Prey;1848
Tick;544
Predator;606
Prey;1831
Tick;545
Predator;602
Prey;1830
Tick;546
Predator;603
Prey;1807
Tick;547
Predator;605
Prey;1827
Tick;548
Predator;606
Prey;1802
Tick;549
Predator;604
Prey;1781
Tick;550
Predator;592
Prey;1755
Tick;551
Predator;577
Prey;1734
Tick;552
Predator;567
Prey;1715
Tick;553
Predator;573
Prey;1720
Tick;554
Predator;588
Prey;1696
Tick;555
Predator;599
Prey;1658
Tick;556
Predator;587
Prey;1592
Tick;557
Predator;577
Prey;1568
Tick;558
Predator;581
Prey;1532
Tick;559
Predator;585
Prey;1505
Tick;560
Predator;589
Prey;1461
Tick;561
Predator;600
Prey;1433
Tick;562
Predator;605
Prey;1406
Tick;563
Predator;612
Prey;1375
Tick;564
Predator;623
Prey;1324
Tick;565
Predator;638
Prey;1279
Tick;566
Predator;638
Prey;1242
Tick;567
Predator;642
Prey;1220
Tick;568
Predator;643
Prey;1192
Tick;569
Predator;643
Prey;1168
Tick;570
Predator;634
Prey;1156
Tick;571
Predator;649
Prey;1143
Tick;572
Predator;666
Prey;1125
Tick;573
Predator;662
Prey;1110
Tick;574
Predator;661
Prey;1076
Tick;575
Predator;660
Prey;1090
Tick;576
Predator;652
Prey;1092
Tick;577
Predator;657
Prey;1081
Tick;578
Predator;647
Prey;1060
Tick;579
Predator;630
Prey;1077
Tick;580
Predator;616
Prey;1073
Tick;581
Predator;607
Prey;1082
Tick;582
Predator;596
Prey;1093
Tick;583
Predator;594
Prey;1090
Tick;584
Predator;591
Prey;1074
Tick;585
Predator;578
Prey;1071
Tick;586
Predator;590
Prey;1066
Tick;587
Predator;600
Prey;1074
Tick;588
Predator;599
Prey;1065
Tick;589
Predator;597
Prey;1068
Tick;590
Predator;597
Prey;1061
Tick;591
Predator;595
Prey;1039
Tick;592
Predator;602
Prey;1029
Tick;593
Predator;611
Prey;1012
Tick;594
Predator;612
Prey;1007
Tick;595
Predator;617
Prey;995
Tick;596
Predator;609
Prey;994
Tick;597
Predator;595
Prey;952
Tick;598
Predator;586
Prey;933
Tick;599
Predator;590
Prey;916
Tick;600
Predator;599
Prey;895
Tick;601
Predator;601
Prey;883
Tick;602
Predator;606
Prey;876
Tick;603
Predator;596
Prey;855
Tick;604
Predator;605
Prey;836
Tick;605
Predator;621
Prey;846
Tick;606
Predator;626
Prey;820
Tick;607
Predator;623
Prey;824
Tick;608
Predator;609
Prey;817
Tick;609
Predator;599
Prey;783
Tick;610
Predator;598
Prey;770
Tick;611
Predator;604
Prey;771
Tick;612
Predator;596
Prey;765
Tick;613
Predator;599
Prey;761
Tick;614
Predator;583
Prey;741
Tick;615
Predator;584
Prey;721
Tick;616
Predator;586
Prey;739
Tick;617
Predator;581
Prey;729
Tick;618
Predator;577
Prey;730
Tick;619
Predator;578
Prey;720
Tick;620
Predator;572
Prey;686
Tick;621
Predator;560
Prey;668
Tick;622
Predator;571
Prey;662
Tick;623
Predator;570
Prey;657
Tick;624
Predator;554
Prey;629
Tick;625
Predator;555
Prey;601
Tick;626
Predator;552
Prey;571
Tick;627
Predator;549
Prey;547
Tick;628
Predator;550
Prey;546
Tick;629
Predator;558
Prey;527
Tick;630
Predator;543
Prey;514
Tick;631
Predator;544
Prey;511
Tick;632
Predator;547
Prey;506
Tick;633
Predator;543
Prey;504
Tick;634
Predator;541
Prey;513
Tick;635
Predator;533
Prey;512
Tick;636
Predator;513
Prey;530
Tick;637
Predator;502
Prey;542
Tick;638
Predator;485
Prey;544
Tick;639
Predator;467
Prey;551
Tick;640
Predator;456
Prey;547
Tick;641
Predator;450
Prey;551
Tick;642
Predator;449
Prey;573
Tick;643
Predator;447
Prey;589
Tick;644
Predator;443
Prey;605
Tick;645
Predator;430
Prey;617
Tick;646
Predator;413
Prey;612
Tick;647
Predator;404
Prey;617
Tick;648
Predator;393
Prey;619
Tick;649
Predator;390
Prey;623
Tick;650
Predator;387
Prey;641
Tick;651
Predator;386
Prey;623
Tick;652
Predator;388
Prey;625
Tick;653
Predator;386
Prey;622
Tick;654
Predator;391
Prey;613
Tick;655
Predator;393
Prey;612
Tick;656
Predator;393
Prey;609
Tick;657
Predator;393
Prey;600
Tick;658
Predator;400
Prey;588
Tick;659
Predator;401
Prey;569
Tick;660
Predator;408
Prey;543
Tick;661
Predator;411
Prey;543
Tick;662
Predator;406
Prey;537
Tick;663
Predator;407
Prey;541
Tick;664
Predator;411
Prey;535
Tick;665
Predator;406
Prey;527
Tick;666
Predator;410
Prey;503
Tick;667
Predator;406
Prey;500
Tick;668
Predator;407
Prey;517
Tick;669
Predator;409
Prey;531
Tick;670
Predator;399
Prey;544
Tick;671
Predator;388
Prey;543
Tick;672
Predator;375
Prey;540
Tick;673
Predator;372
Prey;552
Tick;674
Predator;365
Prey;589
Tick;675
Predator;371
Prey;601
Tick;676
Predator;365
Prey;618
Tick;677
Predator;361
Prey;624
Tick;678
Predator;358
Prey;616
Tick;679
Predator;361
Prey;643
Tick;680
Predator;361
Prey;660
Tick;681
Predator;361
Prey;678
Tick;682
Predator;361
Prey;693
Tick;683
Predator;358
Prey;693
Tick;684
Predator;347
Prey;711
Tick;685
Predator;349
Prey;749
Tick;686
Predator;343
Prey;774
Tick;687
Predator;336
Prey;783
Tick;688
Predator;335
Prey;804
Tick;689
Predator;341
Prey;814
Tick;690
Predator;328
Prey;851
Tick;691
Predator;335
Prey;898
Tick;692
Predator;338
Prey;920
Tick;693
Predator;336
Prey;933
Tick;694
Predator;335
Prey;955
Tick;695
Predator;331
Prey;966
Tick;696
Predator;326
Prey;1023
Tick;697
Predator;332
Prey;1069
Tick;698
Predator;330
Prey;1079
Tick;699
Predator;328
Prey;1112
Tick;700
Predator;327
Prey;1136
Tick;701
Predator;324
Prey;1177
Tick;702
Predator;321
Prey;1249
Tick;703
Predator;318
Prey;1291
Tick;704
Predator;325
Prey;1322
Tick;705
Predator;333
Prey;1373
Tick;706
Predator;340
Prey;1397
Tick;707
Predator;343
Prey;1443
Tick;708
Predator;356
Prey;1537
Tick;709
Predator;360
Prey;1576
Tick;710
Predator;366
Prey;1600
Tick;711
Predator;365
Prey;1617
Tick;712
Predator;368
Prey;1622
Tick;713
Predator;385
Prey;1669
Tick;714
Predator;395
Prey;1695
Tick;715
Predator;413
Prey;1710
Tick;716
Predator;435
Prey;1702
Tick;717
Predator;442
Prey;1705
Tick;718
Predator;457
Prey;1716
Tick;719
Predator;465
Prey;1736
Tick;720
Predator;478
Prey;1762
Tick;721
Predator;489
Prey;1766
Tick;722
Predator;502
Prey;1760
Tick;723
Predator;520
Prey;1729
Tick;724
Predator;542
Prey;1716
Tick;725
Predator;566
Prey;1690
Tick;726
Predator;584
Prey;1669
Tick;727
Predator;596
Prey;1649
Tick;728
Predator;614
Prey;1585
Tick;729
Predator;641
Prey;1521
Tick;730
Predator;665
Prey;1491
Tick;731
Predator;683
Prey;1437
Tick;732
Predator;702
Prey;1393
Tick;733
Predator;723
Prey;1355
Tick;734
Predator;759
Prey;1304
Tick;735
Predator;794
Prey;1251
Tick;736
Predator;823
Prey;1221
Tick;737
Predator;845
Prey;1184
Tick;738
Predator;856
Prey;1152
Tick;739
Predator;862
Prey;1119
Tick;740
Predator;870
Prey;1072
Tick;741
Predator;886
Prey;1043
Tick;742
Predator;895
Prey;1018
Tick;743
Predator;894
Prey;994
Tick;744
Predator;889
Prey;978
Tick;745
Predator;880
Prey;939
Tick;746
Predator;883
Prey;888
Tick;747
Predator;878
Prey;873
Tick;748
Predator;883
Prey;850
Tick;749
Predator;885
Prey;853
Tick;750
Predator;878
Prey;835
Tick;751
Predator;885
Prey;787
Tick;752
Predator;890
